SUFFIX,POP100,GEOID,CENTLAT,BLOCK,AREAWATER,STATE,BASENAME,OID,LSADC,INTPTLAT,FUNCSTAT,NAME,OBJECTID,TRACT,CENTLON,BLKGRP,AREALAND,HU100,INTPTLON,MTFCC,LWBLKTYP,UR,COUNTY
,264,010890106233009,+34.7902999,3009,0,01,3009,210701005155579,BK,+34.7902999,S,Block 3009,5494123,010623,-086.7276165,3,370679,102,-086.7276165,G5040,L,U,089
,123,010890104042022,+34.9695281,2022,496,01,2022,210701005153418,BK,+34.9694334,S,Block 2022,5237267,010404,-086.6460168,2,1361475,53,-086.6459887,G5040,B,R,089
,34,010890030002041,+34.7458453,2041,0,01,2041,210701005151082,BK,+34.7458453,S,Block 2041,6150457,003000,-086.5832468,2,50480,15,-086.5832468,G5040,L,U,089
,45,010890015002001,+34.7330192,2001,0,01,2001,210701005149829,BK,+34.7330192,S,Block 2001,6364695,001500,-086.6289541,2,99852,32,-086.6289541,G5040,L,U,089
,1066,010890106251000,+34.7422761,1000,0,01,1000,210701005149544,BK,+34.7422761,S,Block 1000,5673360,010625,-086.6491874,1,230019,646,-086.6491874,G5040,L,U,089
,0,010890025011003,+34.7096471,1003,0,01,1003,210701005151221,BK,+34.7096471,S,Block 1003,7383133,002501,-086.5922998,1,23107,0,-086.5922998,G5040,L,U,089
,50,010890105031013,+34.8105573,1013,0,01,1013,210701005155059,BK,+34.8105573,S,Block 1013,4867798,010503,-086.7508112,1,145529,22,-086.7508112,G5040,L,U,089
,845,010890106272002,+34.7525134,2002,0,01,2002,210701005150760,BK,+34.7525134,S,Block 2002,6143116,010627,-086.6854616,2,795455,671,-086.6854616,G5040,L,U,089
,229,010890007012000,+34.7698453,2000,0,01,2000,210701005152039,BK,+34.7710248,S,Block 2000,5419212,000701,-086.6019590,2,267196,90,-086.6006548,G5040,L,U,089
,73,010890106312016,+34.7982257,2016,0,01,2016,210701005153042,BK,+34.7982257,S,Block 2016,4872774,010631,-086.6898435,2,235373,31,-086.6898435,G5040,L,U,089
,0,010890014031026,+34.7094459,1026,0,01,1026,210701005150035,BK,+34.7094459,S,Block 1026,4423124,001403,-086.6944888,1,316629,0,-086.6944888,G5040,L,U,089
,594,010890110122012,+34.7340501,2012,0,01,2012,210701005149908,BK,+34.7340501,S,Block 2012,7311988,011012,-086.7325558,2,1194429,207,-086.7325558,G5040,L,U,089
,346,010890110242002,+34.7373738,2002,0,01,2002,210701005155320,BK,+34.7373738,S,Block 2002,7379829,011024,-086.7704317,2,249798,107,-086.7704317,G5040,L,U,089
,558,010890015001000,+34.7308744,1000,0,01,1000,210701005153742,BK,+34.7308744,S,Block 1000,6875750,001500,-086.6194024,1,610088,342,-086.6194024,G5040,L,U,089
,543,010890019031000,+34.6963172,1000,0,01,1000,210701005154475,BK,+34.6963172,S,Block 1000,7538822,001903,-086.5602350,1,2126532,215,-086.5602350,G5040,L,U,089
,52,010939646001113,+33.9673190,1113,0,01,1113,210701002297693,BK,+33.9673190,S,Block 1113,5051825,964600,-087.9041879,1,150050,38,-087.9041879,G5040,L,R,093
,28,010950307024036,+34.3090946,4036,25718,01,4036,210701005114811,BK,+34.3100622,S,Block 4036,2864694,030702,-086.2365974,4,705837,17,-086.2350928,G5040,B,R,095
,83,010970028003008,+30.6785421,3008,0,01,3008,210701001979635,BK,+30.6785421,S,Block 3008,5071837,002800,-088.1128132,3,69642,33,-088.1128132,G5040,L,U,097
,17,010970009012004,+30.6912870,2004,0,01,2004,210701001984766,BK,+30.6912870,S,Block 2004,6535542,000901,-088.0714058,2,30832,7,-088.0714058,G5040,L,U,097
,93,010970033022009,+30.7076393,2009,0,01,2009,210701001978782,BK,+30.7076393,S,Block 2009,4075473,003302,-088.1402383,2,142358,30,-088.1402383,G5040,L,U,097
,313,010970031002020,+30.6438710,2020,0,01,2020,210701001983091,BK,+30.6438710,S,Block 2020,6453670,003100,-088.1444894,2,596876,152,-088.1444894,G5040,L,U,097
,0,010970002002004,+30.6967181,2004,0,01,2004,210701001981583,BK,+30.6967181,S,Block 2004,8015694,000200,-088.0530657,2,22553,0,-088.0530657,G5040,L,U,097
,32,010970024002003,+30.6737086,2003,0,01,2003,210701001976070,BK,+30.6737086,S,Block 2003,8016833,002400,-088.0901993,2,26514,15,-088.0901993,G5040,L,U,097
,0,010970061061016,+30.7972412,1016,0,01,1016,210701001980554,BK,+30.7972412,S,Block 1016,8011615,006106,-088.1060087,1,347575,0,-088.1060087,G5040,L,U,097
,285,010970037062002,+30.6462115,2002,0,01,2002,210701001983830,BK,+30.6462115,S,Block 2002,6647891,003706,-088.1783894,2,284224,107,-088.1783894,G5040,L,U,097
,0,010970027001021,+30.6917755,1021,0,01,1021,210701001982337,BK,+30.6917755,S,Block 1021,8054812,002700,-088.1066073,1,158109,0,-088.1066073,G5040,L,U,097
,160,010970064101002,+30.6487529,1002,0,01,1002,210701001983981,BK,+30.6487529,S,Block 1002,4782633,006410,-088.2163169,1,495533,54,-088.2163169,G5040,L,U,097
,13,010970030002015,+30.6392476,2015,942,01,2015,210701001983668,BK,+30.6422818,S,Block 2015,5679288,003000,-088.1255811,2,839804,2,-088.1228759,G5040,B,U,097
,6,010970060003002,+31.1373705,3002,0,01,3002,210701001983349,BK,+31.1373705,S,Block 3002,3496070,006000,-088.2484172,3,1129679,3,-088.2484172,G5040,L,R,097
,224,010970064102009,+30.6513066,2009,0,01,2009,210701001984741,BK,+30.6513066,S,Block 2009,5679353,006410,-088.2094415,2,186009,83,-088.2094415,G5040,L,U,097
,65,010970009012006,+30.6886166,2006,0,01,2006,210701001983004,BK,+30.6886166,S,Block 2006,4780814,000901,-088.0722324,2,77292,35,-088.0722324,G5040,L,U,097
,517,010970036062001,+30.6818927,2001,0,01,2001,210701001978102,BK,+30.6818927,S,Block 2001,7720413,003606,-088.1871365,2,232796,275,-088.1871365,G5040,L,U,097
,537,010970036061002,+30.6874117,1002,0,01,1002,210701001979755,BK,+30.6874117,S,Block 1002,6875802,003606,-088.1782690,1,195054,312,-088.1782690,G5040,L,U,097
,329,010970064081009,+30.6465929,1009,0,01,1009,210701001982847,BK,+30.6465929,S,Block 1009,4047249,006408,-088.2286571,1,1012967,150,-088.2286571,G5040,L,U,097
,0,010970077001045,+30.7237824,1045,0,01,1045,210701001980395,BK,+30.7237824,S,Block 1045,3357535,007700,-088.0829470,1,32680,0,-088.0829470,G5040,L,U,097
,10,010970075001004,+30.7424377,1004,0,01,1004,210701001978903,BK,+30.7424377,S,Block 1004,6487676,007500,-088.0774997,1,11091,4,-088.0774997,G5040,L,U,097
,59,010970049002003,+30.7544725,2003,0,01,2003,210701001980359,BK,+30.7544725,S,Block 2003,3355403,004900,-088.1141540,2,172083,34,-088.1141540,G5040,L,U,097
,256,010970037071002,+30.6601798,1002,0,01,1002,210701001983286,BK,+30.6601798,S,Block 1002,5300812,003707,-088.1671397,1,510264,125,-088.1671397,G5040,L,U,097
,146,010970067032018,+30.4295003,2018,0,01,2018,210701001983416,BK,+30.4295003,S,Block 2018,4489235,006703,-088.2390993,2,362963,55,-088.2390993,G5040,L,R,097
,44,010970015011011,+30.6599963,1011,0,01,1011,210701001984285,BK,+30.6599963,S,Block 1011,5300831,001501,-088.0795448,1,44829,27,-088.0795448,G5040,L,U,097
,107,010970032051003,+30.6632701,1003,0,01,1003,210701001977508,BK,+30.6632701,S,Block 1003,3717852,003205,-088.1381314,1,119737,42,-088.1381314,G5040,L,U,097
,32,010970010011013,+30.6885376,1013,0,01,1013,210701001982255,BK,+30.6885376,S,Block 1013,7533404,001001,-088.0648752,1,33492,18,-088.0648752,G5040,L,U,097
,0,010970031002009,+30.6490934,2009,0,01,2009,210701001979940,BK,+30.6490934,S,Block 2009,5046308,003100,-088.1557008,2,47917,0,-088.1557008,G5040,L,U,097
,10,010970075001004,+30.7424377,1004,0,01,1004,210701001978903,BK,+30.7424377,S,Block 1004,6487676,007500,-088.0774997,1,11091,4,-088.0774997,G5040,L,U,097
,414,010970037031006,+30.6649665,1006,0,01,1006,210701001983296,BK,+30.6649665,S,Block 1006,5300327,003703,-088.1954359,1,553675,178,-088.1954359,G5040,L,U,097
,249,010970037073003,+30.6579172,3003,0,01,3003,210701001982850,BK,+30.6579172,S,Block 3003,4047252,003707,-088.1786695,3,203084,130,-088.1786695,G5040,L,U,097
,0,010970064023025,+30.7025368,3025,0,01,3025,210701001977961,BK,+30.7025368,S,Block 3025,6495577,006402,-088.2431836,3,212828,0,-088.2431836,G5040,L,U,097
,72,010970064111010,+30.6693098,1010,0,01,1010,210701001983016,BK,+30.6693098,S,Block 1010,7229488,006411,-088.2104321,1,89914,29,-088.2104321,G5040,L,U,097
,0,010970054003009,+30.7955058,3009,80784,01,3009,210701001980190,BK,+30.7957286,S,Block 3009,7721631,005400,-088.0964919,3,1421815,0,-088.0961541,G5040,B,U,097
,31,010970010012012,+30.6854611,2012,0,01,2012,210701001984505,BK,+30.6854611,S,Block 2012,5456382,001001,-088.0590048,2,54325,34,-088.0590048,G5040,L,U,097
,193,011010056062000,+32.3398356,2000,10270,01,2000,210701002016893,BK,+32.3396861,S,Block 2000,6490332,005606,-086.2149205,2,220013,94,-086.2155890,G5040,B,U,101
,295,011010033042007,+32.3533248,2007,0,01,2007,210701002017419,BK,+32.3533248,S,Block 2007,6113532,003304,-086.2362951,2,283871,147,-086.2362951,G5040,L,U,101
,0,011010026004002,+32.3878748,4002,0,01,4002,210701002015135,BK,+32.3878748,S,Block 4002,6796766,002600,-086.2172586,4,90777,0,-086.2172586,G5040,L,U,101
,847,011010056072005,+32.3354383,2005,19037,01,2005,210701002011855,BK,+32.3353264,S,Block 2005,4202197,005607,-086.1508307,2,1033224,289,-086.1508701,G5040,B,U,101
,14,011010013001001,+32.3581482,1001,0,01,1001,210701002017900,BK,+32.3581482,S,Block 1001,6492735,001300,-086.3037925,1,36886,7,-086.3037925,G5040,L,U,101
,11,011010016003028,+32.3727633,3028,0,01,3028,210701002017282,BK,+32.3727633,S,Block 3028,6508289,001600,-086.2847890,3,14332,3,-086.2847890,G5040,L,U,101
,53,011010013001008,+32.3549106,1008,0,01,1008,210701002016019,BK,+32.3549106,S,Block 1008,7264130,001300,-086.3103270,1,238401,36,-086.3103270,G5040,L,U,101
,10,011010056112016,+32.3117616,2016,0,01,2016,210701002014122,BK,+32.3117616,S,Block 2016,3340815,005611,-086.1877479,2,25238,6,-086.1877479,G5040,L,U,101
,426,011010033041005,+32.3538141,1005,718,01,1005,210701002014987,BK,+32.3549936,S,Block 1005,4985607,003304,-086.2316117,1,258207,240,-086.2316359,G5040,B,U,101
,22,011010055011043,+32.3860603,1043,202968,01,1043,210701002011764,BK,+32.3817742,S,Block 1043,6778005,005501,-086.0815691,1,2506688,0,-086.0802925,G5040,B,R,101
,202,011010017001000,+32.3818084,1000,0,01,1000,210701002017864,BK,+32.3818084,S,Block 1000,4208922,001700,-086.2505299,1,340045,50,-086.2505299,G5040,L,U,101
,192,011010055011058,+32.3751190,1058,48957,01,1058,210701002011351,BK,+32.3743371,S,Block 1058,5491522,005501,-086.0944559,1,2594236,77,-086.0937616,G5040,B,R,101
,202,011010017001000,+32.3818084,1000,0,01,1000,210701002017864,BK,+32.3818084,S,Block 1000,4208922,001700,-086.2505299,1,340045,50,-086.2505299,G5040,L,U,101
,267,011010024001002,+32.3385056,1002,0,01,1002,210701002017098,BK,+32.3385056,S,Block 1002,3342406,002400,-086.3367153,1,761183,129,-086.3367153,G5040,L,U,101
,403,011010056052012,+32.3256850,2012,11686,01,2012,210701002014962,BK,+32.3256729,S,Block 2012,4986686,005605,-086.2002641,2,888299,161,-086.2003039,G5040,B,U,101
,426,011010033041005,+32.3538141,1005,718,01,1005,210701002014987,BK,+32.3549936,S,Block 1005,4985607,003304,-086.2316117,1,258207,240,-086.2316359,G5040,B,U,101
,65,011010051023019,+32.4251271,3019,0,01,3019,210701002017758,BK,+32.4251271,S,Block 3019,6776210,005102,-086.2882017,3,69184,17,-086.2882017,G5040,L,U,101
,38,011010007002022,+32.3635401,2022,0,01,2022,210701002015100,BK,+32.3635401,S,Block 2022,3364802,000700,-086.3016124,2,60876,32,-086.3016124,G5040,L,U,101
,106,011010033042015,+32.3512527,2015,0,01,2015,210701002017422,BK,+32.3512527,S,Block 2015,6507702,003304,-086.2412673,2,228895,57,-086.2412673,G5040,L,U,101
,11,011010016003028,+32.3727633,3028,0,01,3028,210701002017282,BK,+32.3727633,S,Block 3028,6508289,001600,-086.2847890,3,14332,3,-086.2847890,G5040,L,U,101
,0,011010014004015,+32.3564307,4015,0,01,4015,210701002015015,BK,+32.3564307,S,Block 4015,6535800,001400,-086.2929449,4,27965,0,-086.2929449,G5040,L,U,101
,301,011030051051005,+34.5331662,1005,10711,01,1005,210701001512051,BK,+34.5330062,S,Block 1005,595866,005105,-086.9940216,1,1684258,163,-086.9938907,G5040,B,U,103
,301,011030051051005,+34.5331662,1005,10711,01,1005,210701001512051,BK,+34.5330062,S,Block 1005,595866,005105,-086.9940216,1,1684258,163,-086.9938907,G5040,B,U,103
,301,011030051051005,+34.5331662,1005,10711,01,1005,210701001512051,BK,+34.5330062,S,Block 1005,595866,005105,-086.9940216,1,1684258,163,-086.9938907,G5040,B,U,103
,9,011030054051054,+34.4718036,1054,0,01,1054,210701001511389,BK,+34.4718036,S,Block 1054,309330,005405,-086.7972643,1,47871,2,-086.7972643,G5040,L,R,103
,356,011030051082000,+34.5482691,2000,0,01,2000,210701001512062,BK,+34.5482691,S,Block 2000,596029,005108,-087.0031093,2,450200,152,-087.0031093,G5040,L,U,103
,7,011056870024014,+32.6309939,4014,0,01,4014,210701003195635,BK,+32.6309939,S,Block 4014,4354718,687002,-087.3201284,4,19972,5,-087.3201284,G5040,L,R,105
,61,011070503002018,+33.2559583,2018,0,01,2018,210701002283750,BK,+33.2559583,S,Block 2018,5406178,050300,-088.0903521,2,541197,28,-088.0903521,G5040,L,R,107
,0,011091891022014,+31.7829596,2014,0,01,2014,210701003601907,BK,+31.7829596,S,Block 2014,4926930,189102,-085.9392849,2,956879,0,-085.9392849,G5040,L,R,109
,5,011091889004013,+31.8240880,4013,0,01,4013,210701003603016,BK,+31.8240880,S,Block 4013,6174991,188900,-085.9247498,4,177230,5,-085.9247498,G5040,L,R,109
,45,011091891023011,+31.7974793,3011,0,01,3011,210701003603113,BK,+31.7974793,S,Block 3011,6394908,189102,-085.9500784,3,42113,32,-085.9500784,G5040,L,U,109
,7,011110005002061,+33.1209355,2061,0,01,2061,210701005015788,BK,+33.1209355,S,Block 2061,8137381,000500,-085.3574882,2,161511,3,-085.3574882,G5040,L,R,111
,240,011130312003001,+32.3275244,3001,304764,01,3001,210701005087232,BK,+32.3288622,S,Block 3001,1521067,031200,-085.1350233,3,13414484,124,-085.1332751,G5040,B,R,113
,112,011130307001012,+32.4621272,1012,0,01,1012,210701005086734,BK,+32.4621272,S,Block 1012,855450,030700,-085.0027767,1,78795,43,-085.0027767,G5040,L,U,113
,16,011130304041037,+32.4863555,1037,0,01,1037,210701005086221,BK,+32.4863555,S,Block 1037,1114655,030404,-085.0256674,1,20673,8,-085.0256674,G5040,L,U,113
,184,011150404012016,+33.8297419,2016,480,01,2016,210701003216221,BK,+33.8295446,S,Block 2016,1749759,040401,-086.2491846,2,817143,88,-086.2489852,G5040,B,R,115
,536,011150401101001,+33.5819864,1001,7551,01,1001,210701003216212,BK,+33.5814960,S,Block 1001,2733949,040110,-086.4976635,1,2347251,222,-086.4985820,G5040,B,U,115
,0,011150402081004,+33.5977286,1004,19102,01,1004,210701003215745,BK,+33.5988717,S,Block 1004,2203303,040208,-086.3184481,1,458686,0,-086.3175058,G5040,B,R,115
,23,011170303481009,+33.3584477,1009,0,01,1009,210701003235517,BK,+33.3584477,S,Block 1009,5405643,030348,-086.7302547,1,163031,10,-086.7302547,G5040,L,U,117
,6,011170302111025,+33.4108312,1025,0,01,1025,210701003235783,BK,+33.4108312,S,Block 1025,4376846,030211,-086.6294251,1,85980,1,-086.6294251,G5040,L,U,117
,321,011170303041044,+33.3642675,1044,83489,01,1044,210701003235570,BK,+33.3639089,S,Block 1044,6492955,030304,-086.7715373,1,248179,188,-086.7721944,G5040,B,U,117
,328,011170303062003,+33.2416772,2003,0,01,2003,210701003238195,BK,+33.2416772,S,Block 2003,4792782,030306,-086.8353305,2,551690,120,-086.8353305,G5040,L,U,117
,1016,011170306162003,+33.2445165,2003,20470,01,2003,210701003236535,BK,+33.2445848,S,Block 2003,6380209,030616,-086.7970293,2,1543470,398,-086.7969789,G5040,B,U,117
,53,011170303142028,+33.3571419,2028,0,01,2028,210701003238796,BK,+33.3579258,S,Block 2028,5054106,030314,-086.8056426,2,119223,17,-086.8078858,G5040,L,U,117
,41,011170303364030,+33.2929630,4030,0,01,4030,210701003235436,BK,+33.2929630,S,Block 4030,5159513,030336,-086.8718157,4,66893,11,-086.8718157,G5040,L,U,117
,416,011170306073003,+33.2187511,3003,0,01,3003,210701003238121,BK,+33.2187511,S,Block 3003,3956288,030607,-086.8296514,3,500076,171,-086.8296514,G5040,L,U,117
,327,011170303171009,+33.2749733,1009,630,01,1009,210701003236277,BK,+33.2756282,S,Block 1009,3916661,030317,-086.8431555,1,394178,142,-086.8435442,G5040,B,U,117
,26,011170303481012,+33.3560764,1012,4053,01,1012,210701003236145,BK,+33.3552652,S,Block 1012,3949175,030348,-086.7358653,1,236343,15,-086.7362581,G5040,B,U,117
,10,011170303512036,+33.2960004,2036,14173,01,2036,210701003238397,BK,+33.2960703,S,Block 2036,5413561,030351,-086.8930451,2,451005,11,-086.8930226,G5040,B,R,117
,205,011170303203014,+33.2484725,3014,0,01,3014,210701003238193,BK,+33.2484725,S,Block 3014,6790228,030320,-086.8283824,3,143800,67,-086.8283824,G5040,L,U,117
,0,011170303502001,+33.2960949,2001,0,01,2001,210701003239217,BK,+33.2960949,S,Block 2001,3916652,030350,-086.9009785,2,42595,0,-086.9009785,G5040,L,R,117
,226,011170303482005,+33.3985042,2005,11317,01,2005,210701003238664,BK,+33.3989517,S,Block 2005,7186120,030348,-086.6664609,2,229406,103,-086.6660225,G5040,B,U,117
,35,011170307012070,+33.2175504,2070,43677,01,2070,210701003238675,BK,+33.2193882,S,Block 2070,7186788,030701,-086.6009718,2,8700024,18,-086.6008244,G5040,B,R,117
,11,011210118002056,+33.1646946,2056,0,01,2056,210701004571182,BK,+33.1646946,S,Block 2056,5778982,011800,-086.2487464,2,30916,9,-086.2487464,G5040,L,U,121
,11,011210109002025,+33.4367548,2025,0,01,2025,210701004571870,BK,+33.4367548,S,Block 2025,3119182,010900,-086.1017254,2,43216,3,-086.1017254,G5040,L,U,121
,0,011210115021035,+33.1428293,1035,0,01,1035,210701004573799,BK,+33.1428293,S,Block 1035,2944163,011502,-086.2593845,1,139245,2,-086.2593845,G5040,L,R,121
,4,011239626001034,+32.8017069,1034,0,01,1034,210701005028412,BK,+32.8017069,S,Block 1034,3607629,962600,-085.6623565,1,81940,1,-085.6623565,G5040,L,R,123
,27,011239623021003,+32.9488006,1003,0,01,1003,210701005027863,BK,+32.9488006,S,Block 1003,5075878,962302,-085.9552419,1,40583,20,-085.9552419,G5040,L,U,123
,452,011250124082001,+33.1732030,2001,0,01,2001,210701003242715,BK,+33.1732030,S,Block 2001,5920361,012408,-087.5287147,2,333686,248,-087.5287147,G5040,L,U,125
,194,011250104063000,+33.2520295,3000,0,01,3000,210701003244349,BK,+33.2520295,S,Block 3000,5505129,010406,-087.5400543,3,1585777,90,-087.5400543,G5040,L,U,125
,232,011250108041008,+33.1961803,1008,0,01,1008,210701003242584,BK,+33.1961803,S,Block 1008,7785008,010804,-087.4485759,1,689855,101,-087.4485759,G5040,L,U,125
,105,011250121021007,+33.1988448,1007,0,01,1007,210701003240755,BK,+33.1988448,S,Block 1007,4759212,012102,-087.5088471,1,86060,46,-087.5088471,G5040,L,U,125
,443,011250104063017,+33.2402904,3017,0,01,3017,210701003244345,BK,+33.2402904,S,Block 3017,5504456,010406,-087.5439317,3,308510,203,-087.5439317,G5040,L,U,125
,0,011250124041035,+33.1518151,1035,0,01,1035,210701003245448,BK,+33.1529693,S,Block 1035,3015191,012404,-087.5454309,1,97274,0,-087.5468833,G5040,L,U,125
,0,011250104063036,+33.2362894,3036,0,01,3036,210701003245317,BK,+33.2362894,S,Block 3036,5508394,010406,-087.5482148,3,30515,0,-087.5482148,G5040,L,U,125
,0,011250116001000,+33.2085381,1000,0,01,1000,210701003241825,BK,+33.2085381,S,Block 1000,5322404,011600,-087.5748121,1,69240,0,-087.5748121,G5040,L,U,125
,13,011270217003035,+33.7404749,3035,0,01,3035,210701003219335,BK,+33.7404749,S,Block 3035,6050169,021700,-087.0791312,3,41117,7,-087.0791312,G5040,L,R,127
,33,011270218002024,+33.7488598,2024,0,01,2024,210701003220140,BK,+33.7488598,S,Block 2024,3984657,021800,-087.0468455,2,349080,15,-087.0468455,G5040,L,R,127
,0,011310348021005,+32.0039554,1005,0,01,1005,210701000374412,BK,+32.0039554,S,Block 1005,6413099,034802,-087.3059503,1,42530,0,-087.3059503,G5040,L,R,131
,15,011310348022019,+31.9721516,2019,0,01,2019,210701000374280,BK,+31.9715530,S,Block 2019,3901159,034802,-087.3061055,2,5161278,7,-087.3096690,G5040,L,R,131
,54,020200028122019,+61.1250797,2019,0,02,2019,210701000398675,BK,+61.1250797,S,Block 2019,4464788,002812,-149.7807602,2,265157,27,-149.7807602,G5040,L,U,020
,1426,020200028121007,+61.1150258,1007,0,02,1007,210701000398782,BK,+61.1150258,S,Block 1007,4464798,002812,-149.8265795,1,1042863,463,-149.8265795,G5040,L,U,020
,177,020200025015000,+61.1453080,5000,0,02,5000,210701000396696,BK,+61.1453080,S,Block 5000,4902479,002501,-149.8970950,5,131509,58,-149.8970950,G5040,L,U,020
,145,020200001023021,+61.4045711,3021,0,02,3021,210701000396683,BK,+61.4045711,S,Block 3021,4809136,000102,-149.4771677,3,509491,65,-149.4771677,G5040,L,U,020
,59,020200028213005,+61.1065362,3005,0,02,3005,210701000397894,BK,+61.1065362,S,Block 3005,7695991,002821,-149.8174158,3,85889,12,-149.8174158,G5040,L,U,020
,59,020200028213005,+61.1065362,3005,0,02,3005,210701000397894,BK,+61.1065362,S,Block 3005,7695991,002821,-149.8174158,3,85889,12,-149.8174158,G5040,L,U,020
,31,020200002024011,+61.3124893,4011,0,02,4011,210701000396733,BK,+61.3124893,S,Block 4011,4903786,000202,-149.5399108,4,43614,11,-149.5399108,G5040,L,U,020
